88430	9606	6348	CCL3	4506843	NP_002974.1
88430	9598	454592	CCL3	81158083	NP_001029254.1
88430	9544	619514	CCL3	77736523	NP_001029372.1
88430	9544	100426537	LOC100426537	297274008	XP_002800712.1
88430	9615	480600	LOC480600	359279896	NP_001240664.1
88430	9913	616364	LOC616364	297486460	XP_002695671.1
88430	9913	525415	LOC525415	297486454	XP_002695669.1
86655	9606	3440	IFNA2	11067751	NP_000596.2
86655	9598	473198	IFNA2	55633261	XP_528568.1
86655	9544	709948	IFNA2	209447044	NP_001129266.1
88671	9606	6372	CXCL6	4506851	NP_002984.1
88671	9598	740729	CXCL6	114594294	XP_001156255.1
88671	9544	704133	CXCL6	109074521	XP_001103136.1
88671	10090	20311	Cxcl5	114842398	NP_033167.2
88671	10116	60665	Cxcl5	11559996	NP_071550.1
130491	9606	170712	COX7B2	115527068	NP_570972.2
130491	9598	100615314	LOC100615314	332819970	XP_003310462.1
130491	9544	100428437	COX7B2	297292524	XP_002804094.1
130491	9615	100687434	COX7B2	545521412	XP_005628209.1
111044	9606	55600	ITLN1	31542986	NP_060095.2
111044	9598	457440	ITLN1	114560714	XP_513928.2
111044	9544	719807	ITLN1	297280479	XP_002801914.1
111044	10090	16429	Itln1	6754388	NP_034714.1
111044	10116	498284	Itln1	77917590	NP_001030118.1
111044	7955	565124	LOC565124	528485320	XP_005169007.1
111044	7955	767641	zgc:153219	115495297	NP_001070049.1
111044	7955	564958	LOC564958	528485315	XP_693369.2
111044	7955	100007792	intl2	319738588	NP_001153013.1
111044	7955	799640	LOC799640	528485355	XP_001335910.3
111044	7955	555755	LOC555755	528485211	XP_683463.3
111044	7955	565204	im:7150573	528485322	XP_693581.3
111044	7955	555334	itln3	227430295	NP_001153056.1
111044	8364	100127857	LOC100127857	163914851	NP_001106624.1
111044	8364	100127565	LOC100127565	163915283	NP_001106404.1
111044	8364	100497215	LOC100497215	512866210	XP_002934660.2
111044	8364	447967	itln2	351721678	NP_001164984.2
111044	8364	394526	itln1	351721712	NP_988929.2
111044	8364	100485391	LOC100485391	512862845	XP_004917383.1
64820	9606	221785	ZSCAN25	64368880	NP_660090.2
64820	9598	463577	ZNF498	332867106	XP_003318673.1
64820	9544	709125	ZNF498	297287971	XP_001095456.2
64820	9615	489853	ZSCAN25	73957924	XP_546971.2
64820	10090	666311	Zscan25	124487459	NP_001074900.1
64820	10116	363872	Zfp498	157819551	NP_001102321.1
1341	9606	930	CD19	91105174	NP_001761.3
1341	9598	454020	CD19	410050152	XP_510906.3
1341	9544	705211	CD19	109128032	XP_001103043.1
1341	9615	607898	CD19	73958586	XP_860299.1
1341	9913	517359	CD19	350539615	NP_001232927.1
1341	10090	12478	Cd19	146149173	NP_033974.2
1341	10116	365367	Cd19	201021269	NP_001013255.2
134437	9606	5163	PDK1	514052656	NP_001265478.1
134437	9598	459743	PDK1	332815233	XP_001147224.2
134437	9615	476828	PDK1	545555243	XP_534032.3
134437	9913	528655	PDK1	329664296	NP_001192886.1
134437	10090	228026	Pdk1	110625975	NP_766253.2
134437	10116	116551	Pdk1	59709473	NP_446278.2
134437	9031	425972	PDK1	315583003	NP_001026523.2
134437	7955	555840	pdk1	125825492	XP_683576.2
134437	8364	100497838	pdk1	512866108	XP_002934664.2
18614	9606	151963	MB21D2	197333817	NP_848591.2
18614	9598	460937	MB21D2	332818727	XP_516952.3
18614	9544	706284	MB21D2	297287172	XP_001095006.2
18614	9615	100684351	MB21D2	545553856	XP_005639896.1
18614	9913	519376	MB21D2	329663521	NP_001192785.1
18614	10090	239796	Mb21d2	86262157	NP_808386.2
18614	10116	498100	Mb21d2	197333822	NP_001102526.2
18614	9031	424905	MB21D2	363737358	XP_422716.2
18614	7955	556707	mb21d2	125837517	XP_684668.2
18614	8364	100496005	mb21d2	301609044	XP_002934085.1
37640	9606	5126	PCSK2	20336244	NP_002585.2
37640	9598	458106	PCSK2	114681093	XP_001138346.1
37640	9544	695730	PCSK2	109092989	XP_001087532.1
37640	9615	485757	PCSK2	345789462	XP_003433232.1
37640	9913	281968	PCSK2	27806047	NP_776838.1
37640	10090	18549	Pcsk2	6679229	NP_032818.1
37640	10116	25121	Pcsk2	6981342	NP_036878.1
37640	9031	395136	PCSK2	513174468	XP_004940271.1
37640	7955	100004460	pcsk2	214010135	NP_001135738.1
37640	7227	43215	amon	17136192	NP_477318.1
37640	7165	1269379	AgaP_AGAP002176	347967315	XP_308012.5
37640	6239	179412	egl-3	71987206	NP_001023732.1
37640	8364	100036632	pcsk2	148226652	NP_001090660.1
11779	9606	79971	WLS	31542745	NP_079187.3
11779	9598	456931	WLS	332809187	XP_001164915.2
11779	9544	701411	WLS	297278923	XP_001095839.2
11779	9615	611491	WLS	73959857	XP_853835.1
11779	9913	528123	WLS	300798421	NP_001179580.1
11779	10090	68151	Wls	98986316	NP_080858.3
11779	10116	362065	Wls	40786513	NP_955440.1
11779	9031	424707	WLS	71896839	NP_001026465.1
11779	7955	406420	wls	170671727	NP_998311.2
11779	7227	39259	wls	21356495	NP_648445.1
11779	7165	4578215	AgaP_AGAP007896	158297339	XP_001237950.2
11779	6239	175020	mig-14	71993380	NP_001022275.1
11779	8364	549664	wls	62858191	NP_001016910.1
68454	9606	2923	PDIA3	21361657	NP_005304.3
68454	9598	742723	PDIA3	350535599	NP_001233381.1
68454	9544	711029	PDIA3	109080868	XP_001109061.1
68454	9615	478279	PDIA3	345794865	XP_535453.3
68454	9913	281803	PDIA3	148230374	NP_776758.2
68454	10090	14827	Pdia3	112293264	NP_031978.2
68454	10116	29468	Pdia3	8393322	NP_059015.1
68454	9031	373899	PDIA3	45383890	NP_989441.1
68454	7955	378851	pdia3	315075303	NP_001186666.1
68454	7227	36270	ERp60	45551086	NP_725084.2
68454	7165	1269789	AgaP_AGAP007393	118778070	XP_564835.2
68454	6239	172433	pdi-3	17507915	NP_491995.1
68454	4530	4329652	Os02g0554900	115446679	NP_001047119.1
68454	4530	4335906	Os04g0436300	297602785	NP_001052852.2
68454	8364	394954	pdia3	45361505	NP_989329.1
68103	9606	9349	RPL23	4506605	NP_000969.1
68103	9598	454619	RPL23	332847894	XP_003315548.1
68103	9544	694719	RPL23	297272803	XP_002800487.1
68103	9615	403683	RPL23	50978792	NP_001003100.1
68103	9913	504876	RPL23	78042492	NP_001030186.1
68103	10090	65019	Rpl23	12584986	NP_075029.1
68103	10116	29282	Rpl23	56090279	NP_001007600.1
68103	9031	420001	RPL23	363743473	XP_418122.3
68103	7955	336812	rpl23	41282078	NP_957026.1
68103	7227	37628	RpL23	17647883	NP_523813.1
68103	7165	1279676	AgaP_AGAP010252	158299333	XP_319443.3
68103	6239	175796	rpl-23	17554750	NP_498231.1
68103	4932	856853	RPL23B	398364725	NP_011042.3
68103	4932	852191	RPL23A	6319384	NP_009466.1
68103	28985	2893815	KLLA0E06997g	50308523	XP_454264.1
68103	33169	4622672	AGOS_AGL288W	45200809	NP_986379.1
68103	4896	2539286	rpl2302	19075639	NP_588139.1
68103	4896	2543453	rpl2301	19114987	NP_594075.1
68103	318829	2675542	MGG_04921	389629518	XP_003712412.1
68103	5141	3881767	NCU02905	85119188	XP_965587.1
68103	3702	817900	AT2G33370	15226102	NP_180895.1
68103	3702	839511	AT1G04480	18390397	NP_563707.1
68103	3702	819595	emb2171	15229287	NP_187090.1
68103	4530	4348846	Os10g0466700	115482426	NP_001064806.1
68103	4530	4331122	Os02g0814700	115449557	NP_001048495.1
68103	4530	4331562	Os03g0139100	115450623	NP_001048912.1
68103	8364	496667	rpl23	58332166	NP_001011231.1
